=========================================
2024-03-04 20:15:25,627 [trainer.py] => config: ./exps/FeCAM_cifar100.json
2024-03-04 20:15:25,627 [trainer.py] => prefix: train
2024-03-04 20:15:25,627 [trainer.py] => dataset: cifar100
2024-03-04 20:15:25,627 [trainer.py] => memory_size: 0
2024-03-04 20:15:25,627 [trainer.py] => shuffle: True
2024-03-04 20:15:25,627 [trainer.py] => init_cls: 50
2024-03-04 20:15:25,627 [trainer.py] => increment: 10
2024-03-04 20:15:25,627 [trainer.py] => model_name: fecam
2024-03-04 20:15:25,627 [trainer.py] => convnet_type: resnet18
2024-03-04 20:15:25,627 [trainer.py] => device: [device(type='cuda', index=0)]
2024-03-04 20:15:25,627 [trainer.py] => seed: 1993
2024-03-04 20:15:25,627 [trainer.py] => init_epochs: 200
2024-03-04 20:15:25,628 [trainer.py] => init_lr: 0.1
2024-03-04 20:15:25,628 [trainer.py] => init_weight_decay: 0.0005
2024-03-04 20:15:25,628 [trainer.py] => batch_size: 128
2024-03-04 20:15:25,628 [trainer.py] => num_workers: 8
2024-03-04 20:15:25,628 [trainer.py] => T: 5
2024-03-04 20:15:25,628 [trainer.py] => beta: 0.5
2024-03-04 20:15:25,628 [trainer.py] => alpha1: 1
2024-03-04 20:15:25,628 [trainer.py] => alpha2: 1
2024-03-04 20:15:25,628 [trainer.py] => ncm: False
2024-03-04 20:15:25,628 [trainer.py] => tukey: False
2024-03-04 20:15:25,628 [trainer.py] => diagonal: False
2024-03-04 20:15:25,628 [trainer.py] => per_class: True
2024-03-04 20:15:25,628 [trainer.py] => full_cov: True
2024-03-04 20:15:25,628 [trainer.py] => shrink: True
2024-03-04 20:15:25,628 [trainer.py] => norm_cov: False
2024-03-04 20:15:25,628 [trainer.py] => vecnorm: False
2024-03-04 20:15:25,628 [trainer.py] => ae_type: ae
2024-03-04 20:15:25,628 [trainer.py] => epochs: 20000
2024-03-04 20:15:25,628 [trainer.py] => ae_latent_dim: 32
2024-03-04 20:15:25,628 [trainer.py] => wae_sigma: 10
2024-03-04 20:15:25,628 [trainer.py] => wae_C: 0.8
Files already downloaded and verified
Files already downloaded and verified
2024-03-04 20:15:27,265 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2024-03-04 20:15:27,544 [fecam.py] => Learning on 0-50
/home/z1165703/miniconda3/lib/python3.11/site-packages/torch/utils/data/dataloader.py:557: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
/home/z1165703/miniconda3/lib/python3.11/site-packages/torch/utils/data/dataloader.py:557: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
Processing class: 0
Training regular Auto Encoder
Epoch:   100  |  train loss: 0.0014131844
Epoch:  8100  |  train loss: 0.0000927376
Epoch:  8200  |  train loss: 0.0000915513
Epoch:  8300  |  train loss: 0.0000908819
Epoch:  8400  |  train loss: 0.0000900312
Epoch:  8500  |  train loss: 0.0000890364
Epoch:  8600  |  train loss: 0.0000880010
Epoch:  8700  |  train loss: 0.0000872527
Epoch:  8800  |  train loss: 0.0000866043
Epoch:  8900  |  train loss: 0.0000855704
Epoch:  9000  |  train loss: 0.0000849042
Epoch:  9100  |  train loss: 0.0000840663
Epoch:  9200  |  train loss: 0.0000835739
Epoch:  9300  |  train loss: 0.0000829017
Epoch:  9400  |  train loss: 0.0000820219
Epoch:  9500  |  train loss: 0.0000812462
Epoch:  9600  |  train loss: 0.0000805937
Epoch:  9700  |  train loss: 0.0000800781
Epoch:  9800  |  train loss: 0.0000789717
Epoch:  9900  |  train loss: 0.0000785977
Epoch: 10000  |  train loss: 0.0000779694
Epoch: 10100  |  train loss: 0.0000774832
Epoch: 10200  |  train loss: 0.0000764875
Epoch: 10300  |  train loss: 0.0000759090
Epoch: 10400  |  train loss: 0.0000755959
Epoch: 10500  |  train loss: 0.0000748967
Epoch: 10600  |  train loss: 0.0000742163
Epoch: 10700  |  train loss: 0.0000739325
Epoch: 10800  |  train loss: 0.0000731876
Epoch: 10900  |  train loss: 0.0000724734
Epoch: 11000  |  train loss: 0.0000720127
Epoch: 11100  |  train loss: 0.0000715138
Epoch: 11200  |  train loss: 0.0000707863
Epoch: 11300  |  train loss: 0.0000705188
Epoch: 11400  |  train loss: 0.0000702517
Epoch: 11500  |  train loss: 0.0000698469
Epoch: 11600  |  train loss: 0.0000689462
Epoch: 11700  |  train loss: 0.0000685962
Epoch: 11800  |  train loss: 0.0000680396
Epoch: 11900  |  train loss: 0.0000677264
Epoch: 12000  |  train loss: 0.0000672397
Epoch: 12100  |  train loss: 0.0000665430
Epoch: 12200  |  train loss: 0.0000663127
Epoch: 12300  |  train loss: 0.0000655776
Epoch: 12400  |  train loss: 0.0000653604
Epoch: 12500  |  train loss: 0.0000649690
Epoch: 12600  |  train loss: 0.0000645738
Epoch: 12700  |  train loss: 0.0000639170
Epoch: 12800  |  train loss: 0.0000639308
Epoch: 12900  |  train loss: 0.0000636142
Epoch: 13000  |  train loss: 0.0000631145
Epoch: 13100  |  train loss: 0.0000624756
Epoch: 13200  |  train loss: 0.0000618875
Epoch: 13300  |  train loss: 0.0000617876
Epoch: 13400  |  train loss: 0.0000615184
Epoch: 13500  |  train loss: 0.0000610071
Epoch: 13600  |  train loss: 0.0000603198
Epoch: 13700  |  train loss: 0.0000600673
Epoch: 13800  |  train loss: 0.0000598058
Epoch: 13900  |  train loss: 0.0000594739
Epoch: 14000  |  train loss: 0.0000592111
Epoch: 14100  |  train loss: 0.0000589483
Epoch: 14200  |  train loss: 0.0000583297
Epoch: 14300  |  train loss: 0.0000579981
Epoch: 14400  |  train loss: 0.0000577284
Epoch: 14500  |  train loss: 0.0000574680
Epoch: 14600  |  train loss: 0.0000572216
Epoch: 14700  |  train loss: 0.0000569653
Epoch: 14800  |  train loss: 0.0000563750
Epoch: 14900  |  train loss: 0.0000560379
Epoch: 15000  |  train loss: 0.0000559613
Epoch: 15100  |  train loss: 0.0000554850
Epoch: 15200  |  train loss: 0.0000553616
Epoch: 15300  |  train loss: 0.0000553249
Epoch: 15400  |  train loss: 0.0000547260
Epoch: 15500  |  train loss: 0.0000542949
Epoch: 15600  |  train loss: 0.0000543286
Epoch: 15700  |  train loss: 0.0000539574
Epoch: 15800  |  train loss: 0.0000546160
Epoch: 15900  |  train loss: 0.0000532251
Epoch: 16000  |  train loss: 0.0000530669
Epoch: 16100  |  train loss: 0.0000524984
Epoch: 16200  |  train loss: 0.0000525785
Epoch: 16300  |  train loss: 0.0000522200
Epoch: 16400  |  train loss: 0.0000521575
Epoch: 16500  |  train loss: 0.0000517282
Epoch: 16600  |  train loss: 0.0000514069
Epoch: 16700  |  train loss: 0.0000512174
Epoch: 16800  |  train loss: 0.0000509398
Epoch: 16900  |  train loss: 0.0000508988
Epoch: 17000  |  train loss: 0.0000511738
Epoch: 17100  |  train loss: 0.0000503421
Epoch: 17200  |  train loss: 0.0000501533
Epoch: 17300  |  train loss: 0.0000498603
Epoch: 17400  |  train loss: 0.0000497921
Epoch: 17500  |  train loss: 0.0000494367
Epoch: 17600  |  train loss: 0.0000491018
Epoch: 17700  |  train loss: 0.0000489697
Epoch: 17800  |  train loss: 0.0000487898
Epoch: 17900  |  train loss: 0.0000485747
Epoch: 18000  |  train loss: 0.0000488079
Epoch: 18100  |  train loss: 0.0000481211
Epoch: 18200  |  train loss: 0.0000478673
Epoch: 18300  |  train loss: 0.0000476526
Epoch: 18400  |  train loss: 0.0000475000
Epoch: 18500  |  train loss: 0.0000472168
Epoch: 18600  |  train loss: 0.0000472709
Epoch: 18700  |  train loss: 0.0000468423
Epoch: 18800  |  train loss: 0.0000466373
Epoch: 18900  |  train loss: 0.0000464982
Epoch: 19000  |  train loss: 0.0000464936
Epoch: 19100  |  train loss: 0.0000461279
Epoch: 19200  |  train loss: 0.0000459259
Epoch: 19300  |  train loss: 0.0000459812
Epoch: 19400  |  train loss: 0.0000454855
Epoch: 19500  |  train loss: 0.0000457702
Epoch: 19600  |  train loss: 0.0000454508
Epoch: 19700  |  train loss: 0.0000452093
Epoch: 19800  |  train loss: 0.0000446892
Epoch: 19900  |  train loss: 0.0000448353
Epoch: 20000  |  train loss: 0.0000447472
Processing class: 1
Training regular Auto Encoder
Epoch:   100  |  train loss: 0.0012037224
Epoch:   200  |  train loss: 0.0003524001
Epoch:   300  |  train loss: 0.0003418053
Epoch:   400  |  train loss: 0.0003370297
Epoch:   500  |  train loss: 0.0003335814
Epoch:   600  |  train loss: 0.0003308040
Epoch:   700  |  train loss: 0.0003281510
Epoch:   800  |  train loss: 0.0003253158
Epoch:   900  |  train loss: 0.0003223795
Epoch:  1000  |  train loss: 0.0003200949
Epoch:  1100  |  train loss: 0.0003178488
Epoch:  1200  |  train loss: 0.0003160727
Epoch:  1300  |  train loss: 0.0003142064
Epoch:  1400  |  train loss: 0.0003127715
Epoch:  1500  |  train loss: 0.0003115675
Epoch:  1600  |  train loss: 0.0003089289
Epoch:  1700  |  train loss: 0.0003015040
Epoch:  1800  |  train loss: 0.0002849960
Epoch:  1900  |  train loss: 0.0002749440
Epoch:  2000  |  train loss: 0.0002700656
Epoch:  2100  |  train loss: 0.0002666488
Epoch:  2200  |  train loss: 0.0002639076
Epoch:  2300  |  train loss: 0.0002612326
Epoch:  2400  |  train loss: 0.0002580979
Epoch:  2500  |  train loss: 0.0002548446
Epoch:  2600  |  train loss: 0.0002499880
Epoch:  2700  |  train loss: 0.0002410863
Epoch:  2800  |  train loss: 0.0002294785
Epoch:  2900  |  train loss: 0.0002233520
Epoch:  3000  |  train loss: 0.0002190451
Epoch:  3100  |  train loss: 0.0002153847
Epoch:  3200  |  train loss: 0.0002117611
Epoch:  3300  |  train loss: 0.0002085310
Epoch:  3400  |  train loss: 0.0002051371
Epoch:  3500  |  train loss: 0.0002021032
Epoch:  3600  |  train loss: 0.0001995153
Epoch:  3700  |  train loss: 0.0001963720
Epoch:  3800  |  train loss: 0.0001931396
Epoch:  3900  |  train loss: 0.0001881622
Epoch:  4000  |  train loss: 0.0001831176
Epoch:  4100  |  train loss: 0.0001795489
Epoch:  4200  |  train loss: 0.0001758293
Epoch:  4300  |  train loss: 0.0001723085
Epoch:  4400  |  train loss: 0.0001693131
Epoch:  4500  |  train loss: 0.0001658470
Epoch:  4600  |  train loss: 0.0001627364
Epoch:  4700  |  train loss: 0.0001599463
Epoch:  4800  |  train loss: 0.0001569758
Epoch:  4900  |  train loss: 0.0001542072
Epoch:  5000  |  train loss: 0.0001516887
Epoch:  5100  |  train loss: 0.0001492421
Epoch:  5200  |  train loss: 0.0001467878
Epoch:  5300  |  train loss: 0.0001446474
Epoch:  5400  |  train loss: 0.0001425259
Epoch:  5500  |  train loss: 0.0001404966
Epoch:  5600  |  train loss: 0.0001385870
Epoch:  5700  |  train loss: 0.0001364650
Epoch:  5800  |  train loss: 0.0001348998
Epoch:  5900  |  train loss: 0.0001331105
Epoch:  6000  |  train loss: 0.0001315070
Epoch:  6100  |  train loss: 0.0001298660
Epoch:  6200  |  train loss: 0.0001284993
Epoch:  6300  |  train loss: 0.0001269422
Epoch:  6400  |  train loss: 0.0001258677
Epoch:  6500  |  train loss: 0.0001241667
Epoch:  6600  |  train loss: 0.0001225482
Epoch:  6700  |  train loss: 0.0001212007
Epoch:  6800  |  train loss: 0.0001198771
Epoch:  6900  |  train loss: 0.0001183084
Epoch:  7000  |  train loss: 0.0001173172
Epoch:  7100  |  train loss: 0.0001158742
Epoch:  7200  |  train loss: 0.0001150543
Epoch:  7300  |  train loss: 0.0001135584
Epoch:  7400  |  train loss: 0.0001125894
Epoch:  7500  |  train loss: 0.0001113714
Epoch:  7600  |  train loss: 0.0001100163
Epoch:  7700  |  train loss: 0.0001096262
Epoch:  7800  |  train loss: 0.0001081237
Epoch:  7900  |  train loss: 0.0001074319
Epoch:  8000  |  train loss: 0.0001061808
Epoch:  8100  |  train loss: 0.0001053589
Epoch:  8200  |  train loss: 0.0001041878
Epoch:  8300  |  train loss: 0.0001032673
Epoch:  8400  |  train loss: 0.0001023178
Epoch:  8500  |  train loss: 0.0001018307
Epoch:  8600  |  train loss: 0.0001007257
Epoch:  8700  |  train loss: 0.0000998065
Epoch:  8800  |  train loss: 0.0000988296
Epoch:  8900  |  train loss: 0.0000977734
Epoch:  9000  |  train loss: 0.0000970428
Epoch:  9100  |  train loss: 0.0000964915
Epoch:  9200  |  train loss: 0.0000958523
Epoch:  9300  |  train loss: 0.0000950101
Epoch:  9400  |  train loss: 0.0000938389
Epoch:  9500  |  train loss: 0.0000934674
Epoch:  9600  |  train loss: 0.0000922107
Epoch:  9700  |  train loss: 0.0000915548
Epoch:  9800  |  train loss: 0.0000911390
Epoch:  9900  |  train loss: 0.0000903844
Epoch: 10000  |  train loss: 0.0000899121
Epoch: 10100  |  train loss: 0.0000890777
Epoch: 10200  |  train loss: 0.0000882084
Epoch: 10300  |  train loss: 0.0000875023
Epoch: 10400  |  train loss: 0.0000867677
Epoch: 10500  |  train loss: 0.0000865306
Epoch: 10600  |  train loss: 0.0000859250
Epoch: 10700  |  train loss: 0.0000862623
Epoch: 10800  |  train loss: 0.0000844852
Epoch: 10900  |  train loss: 0.0000841757
Epoch: 11000  |  train loss: 0.0000837952
Epoch: 11100  |  train loss: 0.0000830147
Epoch: 11200  |  train loss: 0.0000825008
Epoch: 11300  |  train loss: 0.0000818932
Epoch: 11400  |  train loss: 0.0000813155
Epoch: 11500  |  train loss: 0.0000808307
Epoch: 11600  |  train loss: 0.0000803976
Epoch: 11700  |  train loss: 0.0000797971
Epoch: 11800  |  train loss: 0.0000798968
Epoch: 11900  |  train loss: 0.0000791355
Epoch: 12000  |  train loss: 0.0000783578
Epoch: 12100  |  train loss: 0.0000776974
Epoch: 12200  |  train loss: 0.0000774306
Epoch: 12300  |  train loss: 0.0000772154
Epoch: 12400  |  train loss: 0.0000764149
Epoch: 12500  |  train loss: 0.0000761037
Epoch: 12600  |  train loss: 0.0000755718
Epoch: 12700  |  train loss: 0.0000755197
Epoch: 12800  |  train loss: 0.0000747904
Epoch: 12900  |  train loss: 0.0000742800
Epoch: 13000  |  train loss: 0.0000740968
Epoch: 13100  |  train loss: 0.0000736160
Epoch: 13200  |  train loss: 0.0000731921
Epoch: 13300  |  train loss: 0.0000727758
Epoch: 13400  |  train loss: 0.0000721031
Epoch: 13500  |  train loss: 0.0000717826
Epoch: 13600  |  train loss: 0.0000715863
Epoch: 13700  |  train loss: 0.0000712791
Epoch: 13800  |  train loss: 0.0000712517
Epoch: 13900  |  train loss: 0.0000710667
Epoch: 14000  |  train loss: 0.0000702122
Epoch: 14100  |  train loss: 0.0000698378
Epoch: 14200  |  train loss: 0.0000693749
Epoch: 14300  |  train loss: 0.0000694393
Epoch: 14400  |  train loss: 0.0000688234
Epoch: 14500  |  train loss: 0.0000683288
Epoch: 14600  |  train loss: 0.0000682758
Epoch: 14700  |  train loss: 0.0000676614
Epoch: 14800  |  train loss: 0.0000672639
Epoch: 14900  |  train loss: 0.0000670170
Epoch: 15000  |  train loss: 0.0000667631
Epoch: 15100  |  train loss: 0.0000663249
Epoch: 15200  |  train loss: 0.0000663273
Epoch: 15300  |  train loss: 0.0000663172
Epoch: 15400  |  train loss: 0.0000658012
Epoch: 15500  |  train loss: 0.0000650943
Epoch: 15600  |  train loss: 0.0000646773
Epoch: 15700  |  train loss: 0.0000645723
Epoch: 15800  |  train loss: 0.0000645482
Epoch: 15900  |  train loss: 0.0000641118
Epoch: 16000  |  train loss: 0.0000637612
Epoch: 16100  |  train loss: 0.0000636395
Epoch: 16200  |  train loss: 0.0000634564
Epoch: 16300  |  train loss: 0.0000629509
Epoch: 16400  |  train loss: 0.0000626197
Epoch: 16500  |  train loss: 0.0000625659
Epoch: 16600  |  train loss: 0.0000624029
Epoch: 16700  |  train loss: 0.0000624121
Epoch: 16800  |  train loss: 0.0000615221
Epoch: 16900  |  train loss: 0.0000613327
Epoch: 17000  |  train loss: 0.0000614018
Epoch: 17100  |  train loss: 0.0000607279
Epoch: 17200  |  train loss: 0.0000606233
Epoch: 17300  |  train loss: 0.0000605386
Epoch: 17400  |  train loss: 0.0000600409
Epoch: 17500  |  train loss: 0.0000600679
Epoch: 17600  |  train loss: 0.0000594900
Epoch: 17700  |  train loss: 0.0000596498
Epoch: 17800  |  train loss: 0.0000593028
Epoch: 17900  |  train loss: 0.0000594111
Epoch: 18000  |  train loss: 0.0000588019
Epoch: 18100  |  train loss: 0.0000585208
Epoch: 18200  |  train loss: 0.0000584040
Epoch: 18300  |  train loss: 0.0000586603
Epoch: 18400  |  train loss: 0.0000578974
Epoch: 18500  |  train loss: 0.0000576443
Epoch: 18600  |  train loss: 0.0000576482
Epoch: 18700  |  train loss: 0.0000572372
Epoch: 18800  |  train loss: 0.0000568488
Epoch: 18900  |  train loss: 0.0000568490
Epoch: 19000  |  train loss: 0.0000567350
Epoch: 19100  |  train loss: 0.0000567140
Epoch: 19200  |  train loss: 0.0000566419
Epoch: 19300  |  train loss: 0.0000560095
Epoch: 19400  |  train loss: 0.0000554921
Epoch: 19500  |  train loss: 0.0000555740
Epoch: 19600  |  train loss: 0.0000555608
Epoch: 19700  |  train loss: 0.0000554158
Epoch: 19800  |  train loss: 0.0000547908
Epoch: 19900  |  train loss: 0.0000548289
Epoch: 20000  |  train loss: 0.0000548488
Processing class: 2
Training regular Auto Encoder
Epoch:   100  |  train loss: 0.0015534320
Epoch:   200  |  train loss: 0.0005151875
Epoch:   300  |  train loss: 0.0004506565
Epoch:   400  |  train loss: 0.0004326621
Epoch:   500  |  train loss: 0.0004266312
Epoch:   600  |  train loss: 0.0004230911
Epoch:   700  |  train loss: 0.0004203180
Epoch:   800  |  train loss: 0.0004173071
Epoch:   900  |  train loss: 0.0004144884
Epoch:  1000  |  train loss: 0.0004109085
Epoch:  1100  |  train loss: 0.0004070658
Epoch:  1200  |  train loss: 0.0004031422
Epoch:  1300  |  train loss: 0.0003980321
Epoch:  1400  |  train loss: 0.0003853958
Epoch:  1500  |  train loss: 0.0003698755
Epoch:  1600  |  train loss: 0.0003604986
Epoch:  1700  |  train loss: 0.0003553771
Epoch:  1800  |  train loss: 0.0003517945
Epoch:  1900  |  train loss: 0.0003483670
Epoch:  2000  |  train loss: 0.0003448096
Epoch:  2100  |  train loss: 0.0003410444
Epoch:  2200  |  train loss: 0.0003356628
Epoch:  2300  |  train loss: 0.0003281956
Epoch:  2400  |  train loss: 0.0003189544
Epoch:  2500  |  train loss: 0.0003114574
Epoch:  2600  |  train loss: 0.0003054403
Epoch:  2700  |  train loss: 0.0003008209
Epoch:  2800  |  train loss: 0.0002965756
Epoch:  2900  |  train loss: 0.0002925984
Epoch:  3000  |  train loss: 0.0002881362
Epoch:  3100  |  train loss: 0.0002834062
Epoch:  3200  |  train loss: 0.0002703661
Epoch:  3300  |  train loss: 0.0002600075
Epoch:  3400  |  train loss: 0.0002538792
Epoch:  3500  |  train loss: 0.0002489220
Epoch:  3600  |  train loss: 0.0002447366
Epoch:  3700  |  train loss: 0.0002398553
Epoch:  3800  |  train loss: 0.0002356507
Epoch:  3900  |  train loss: 0.0002313945
Epoch:  4000  |  train loss: 0.0002280741
Epoch:  4100  |  train loss: 0.0002248053
Epoch:  4200  |  train loss: 0.0002212480
Epoch:  4300  |  train loss: 0.0002186020
Epoch:  4400  |  train loss: 0.0002153545
Epoch:  4500  |  train loss: 0.0002115854
Epoch:  4600  |  train loss: 0.0002082225
Epoch:  4700  |  train loss: 0.0002046614
Epoch:  4800  |  train loss: 0.0002009587
Epoch:  4900  |  train loss: 0.0001972549
Epoch:  5000  |  train loss: 0.0001938177
